Positive_tests,Excess_mortality,Tests_across_all_4_Pillars,Season,Leisure_activity,Work_and_school_activity,Deaths_with_COVID_on_certificate,Reinfections,Patients_in_MVBs,Majority_COVID_19_variant,Lockdown,Hospital_admissions,Face_masks,Second_dose_uptake,Transportation_activity,Patients_in_hospital,New_infections
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,Low,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Low,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,Low,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,Low,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Low,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,Low,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Low,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Low,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,Very High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,Very High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Autumn,High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,High,Summer,High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,Low,Summer,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Summer,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,High,Summer,Very High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,High,Summer,Very High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,High,Summer,Very High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,Low,Summer,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Summer,High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,Very High,Low,Low
Low,Low,Low,Summer,Very High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,Low,Summer,High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,Very High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,Very High,Very High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,Very High,Low,Low
Low,Low,Low,Summer,Very High,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,Very High,Low,Low
Low,Low,Low,Summer,Very High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,High,Very High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,Very High,Low,Low
Low,Low,Low,Summer,Low,Very High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,Very High,Low,Low
Low,Low,Low,Summer,High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Very Low,Low,Low,Summer,Very High,Very High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,Very High,Low,Very Low
Very Low,Low,Low,Summer,High,Very High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,Very High,Low,Very Low
Low,Low,Low,Summer,High,High,Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,High,Summer,Very High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,High,Summer,Low,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,Very High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,Low,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Low,Low
Low,Low,Low,Summer,High,Very High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,Very High,Low,Low
Low,Low,High,Summer,Very High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Very Low,Low
Low,Low,High,Summer,Very High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Very Low,Low
Low,Low,High,Summer,Very High,High,Very Low,Very Low,Low,Delta,No_or_limited_measures,Low,Optional,High,High,Very Low,Low
Low,Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,No_or_limited_measures,Low,Optional,High,High,Very Low,Low
Low,Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,No_or_limited_measures,Low,Optional,High,High,Very Low,Low
Low,Very Low,High,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Low,Yes,High,Very High,Very Low,Low
Low,Very Low,Low,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Low,Yes,High,Very High,Very Low,Low
Low,Very Low,High,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Low,Yes,High,High,Very Low,High
Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,Low,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,Very High,Very Low,Low
Low,Very Low,Low,Summer,High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,Low,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Low,Very Low,Very High,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Low,Very Low,Low,Summer,High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Low,Very Low,High,Summer,Low,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Low
Very Low,Very Low,High,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,Low,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,Low,Summer,High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Low,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,Low,Summer,High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,Low,Summer,Low,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,Low,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,Very High,Very Low,Very Low
Very Low,Very Low,Low,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,Low,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,Low,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,Low,Summer,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,Low,Summer,Low,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,Low,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,High,High,Very Low,Very Low
Very Low,Very Low,High,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,Low,Summer,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,Low,Spring,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,Low,Spring,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,Low,Very High,Very Low,Very Low
Very Low,Very Low,Low,Spring,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,Low,Spring,Very High,Very High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,High,Spring,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,High,Spring,Very High,High,Very Low,Very Low,Very Low,Delta,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,Low,Spring,Very High,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,High,Spring,High,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,High,Spring,High,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,Low,Spring,High,Very High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,Low,Spring,Low,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,High,Spring,Very High,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,High,Spring,High,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,Low,Spring,High,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,High,Spring,High,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,High,Spring,Low,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,Low,Spring,Low,Very High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,Low,Spring,Low,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,High,Spring,Low,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,Low,Very Low,Very Low
Very Low,Very Low,High,Spring,High,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,Low,Very Low,Very Low
Very Low,Very Low,Low,Spring,High,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,Low,Very Low,Very Low
Very Low,Very Low,High,Spring,High,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,Low,Very Low,Very Low
Very Low,Very Low,Very High,Spring,Very High,Very High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,Low,Spring,Very Low,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,Low,Very Low,Very Low
Very Low,Very Low,Low,Spring,High,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,High,Very Low,Very Low
Very Low,Very Low,High,Spring,High,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,Low,Very Low,Very Low
Very Low,Very Low,High,Spring,Low,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,Low,Very Low,Very Low
Very Low,Very Low,High,Spring,Low,High,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,Low,Very Low,Very Low
Very Low,Very Low,High,Spring,High,Low,Very Low,Very Low,Very Low,Alpha,Social_distancing,Very Low,Yes,Low,Low,Very Low,Very Low
