ID,Variable 1,Dependency,Variable 2
1360,X103,->,X430
1361,X103,->,X463
1362,X103,->,X472
1363,X103,->,X497
1364,X104,->,X128
1365,X104,->,X225
1366,X104,->,X231
1367,X104,->,X240
1368,X104,->,X242
1369,X104,->,X257
1370,X104,->,X305
1371,X104,->,X320
1372,X104,->,X339
1373,X104,->,X357
1374,X104,->,X386
1375,X104,->,X407
1376,X104,->,X409
1377,X104,->,X430
1378,X104,->,X447
1379,X104,->,X472
1380,X105,->,X162
1381,X105,->,X295
1382,X105,->,X325
1383,X105,->,X345
1384,X105,->,X374
1385,X105,->,X386
1386,X105,->,X441
1387,X105,->,X456
1388,X105,->,X476
1389,X106,->,X163
1390,X106,->,X247
1391,X106,->,X250
1392,X106,->,X257
1393,X106,->,X258
1394,X106,->,X307
1395,X106,->,X316
1396,X106,->,X326
1397,X106,->,X327
1398,X106,->,X339
1399,X106,->,X345
1400,X106,->,X357
1401,X106,->,X362
1402,X106,->,X373
1403,X106,->,X382
1404,X106,->,X396
1405,X106,->,X454
1406,X106,->,X474
1407,X106,->,X492
1408,X107,->,X112
1409,X107,->,X137
1410,X107,->,X152
1411,X107,->,X181
1412,X107,->,X234
1413,X107,->,X262
1414,X107,->,X270
1415,X107,->,X275
1416,X107,->,X278
1417,X107,->,X333
1418,X107,->,X334
1419,X107,->,X416
1420,X107,->,X436
1421,X108,->,X148
1422,X108,->,X160
1423,X108,->,X203
1424,X108,->,X252
1425,X108,->,X255
1426,X108,->,X285
1427,X108,->,X354
1428,X108,->,X361
1429,X108,->,X367
1430,X108,->,X369
1431,X108,->,X427
1432,X108,->,X439
1433,X108,->,X443
1434,X108,->,X482
1435,X108,->,X493
1436,X109,->,X148
1437,X109,->,X170
1438,X109,->,X224
1439,X109,->,X254
1440,X109,->,X278
1441,X109,->,X303
1442,X109,->,X353
1443,X109,->,X476
1444,X110,->,X149
1445,X110,->,X169
1446,X110,->,X203
1447,X110,->,X205
1448,X110,->,X236
1449,X110,->,X287
1450,X110,->,X350
1451,X110,->,X353
1452,X110,->,X362
1453,X110,->,X372
1454,X110,->,X379
1455,X110,->,X398
1456,X110,->,X402
1457,X110,->,X434
1458,X110,->,X452
1459,X110,->,X466
1460,X110,->,X482
1461,X111,->,X114
1462,X111,->,X124
1463,X111,->,X154
1464,X111,->,X166
1465,X111,->,X200
1466,X111,->,X238
1467,X111,->,X251
1468,X111,->,X404
1469,X111,->,X422
1470,X111,->,X427
1471,X112,->,X137
1472,X112,->,X138
1473,X112,->,X151
1474,X112,->,X185
1475,X112,->,X249
1476,X112,->,X351
1477,X112,->,X354
1478,X112,->,X399
1479,X112,->,X411
1480,X112,->,X431
1481,X112,->,X433
1482,X112,->,X449
1483,X112,->,X450
1484,X112,->,X451
1485,X112,->,X454
1486,X112,->,X479
1487,X112,->,X484
1488,X113,->,X142
1489,X113,->,X185
1490,X113,->,X213
1491,X113,->,X227
1492,X113,->,X256
1493,X113,->,X274
1494,X113,->,X281
1495,X113,->,X290
1496,X113,->,X305
1497,X113,->,X336
1498,X113,->,X357
1499,X113,->,X368
1500,X113,->,X372
1501,X113,->,X405
1502,X113,->,X409
1503,X113,->,X416
1504,X113,->,X484
1505,X114,->,X209
1506,X114,->,X259
1507,X114,->,X270
1508,X114,->,X284
1509,X114,->,X339
1510,X114,->,X381
1511,X114,->,X433
1512,X114,->,X476
1513,X115,->,X147
1514,X115,->,X158
1515,X115,->,X175
1516,X115,->,X179
1517,X115,->,X180
1518,X115,->,X211
1519,X115,->,X229
1520,X115,->,X233
1521,X115,->,X270
1522,X115,->,X289
1523,X115,->,X317
1524,X115,->,X340
1525,X115,->,X375
1526,X115,->,X411
1527,X115,->,X429
1528,X115,->,X445
1529,X115,->,X469
1530,X115,->,X475
1531,X115,->,X476
1532,X115,->,X490
1533,X116,->,X119
1534,X116,->,X135
1535,X116,->,X393
1536,X116,->,X400
1537,X116,->,X458
1538,X116,->,X474
1539,X117,->,X209
1540,X117,->,X229
1541,X117,->,X253
1542,X117,->,X263
1543,X117,->,X306
1544,X117,->,X338
1545,X117,->,X391
1546,X117,->,X471
1547,X118,->,X128
1548,X118,->,X198
1549,X118,->,X208
1550,X118,->,X218
1551,X118,->,X228
1552,X118,->,X277
1553,X118,->,X303
1554,X118,->,X322
1555,X118,->,X326
1556,X118,->,X358
1557,X118,->,X424
1558,X119,->,X120
1559,X119,->,X141
1560,X119,->,X185
1561,X119,->,X193
1562,X119,->,X242
1563,X119,->,X257
1564,X119,->,X277
1565,X119,->,X290
1566,X119,->,X307
1567,X119,->,X310
1568,X119,->,X324
1569,X119,->,X362
1570,X119,->,X364
1571,X119,->,X377
1572,X119,->,X382
1573,X119,->,X410
1574,X119,->,X481
1575,X119,->,X488
1576,X120,->,X136
1577,X120,->,X152
1578,X120,->,X165
1579,X120,->,X187
1580,X120,->,X201
1581,X120,->,X239
1582,X120,->,X278
1583,X120,->,X316
1584,X120,->,X339
1585,X120,->,X385
1586,X120,->,X398
1587,X120,->,X399
1588,X120,->,X411
1589,X120,->,X425
1590,X120,->,X452
1591,X120,->,X461
1592,X120,->,X475
1593,X120,->,X478
1594,X120,->,X481
1595,X121,->,X162
1596,X121,->,X173
1597,X121,->,X196
1598,X121,->,X197
1599,X121,->,X212
1600,X121,->,X218
1601,X121,->,X264
1602,X121,->,X301
1603,X121,->,X338
1604,X121,->,X400
1605,X121,->,X404
1606,X121,->,X447
1607,X121,->,X467
1608,X122,->,X140
1609,X122,->,X222
1610,X122,->,X235
1611,X122,->,X246
1612,X122,->,X288
1613,X122,->,X306
1614,X122,->,X338
1615,X122,->,X341
1616,X122,->,X348
1617,X122,->,X396
1618,X122,->,X442
1619,X122,->,X452
1620,X123,->,X131
1621,X123,->,X134
1622,X123,->,X140
1623,X123,->,X205
1624,X123,->,X209
1625,X123,->,X227
1626,X123,->,X241
1627,X123,->,X335
1628,X123,->,X376
1629,X123,->,X387
1630,X123,->,X457
1631,X124,->,X134
1632,X124,->,X142
1633,X124,->,X161
1634,X124,->,X202
1635,X124,->,X208
1636,X124,->,X337
1637,X124,->,X343
1638,X124,->,X344
1639,X124,->,X412
1640,X124,->,X424
1641,X124,->,X459
1642,X124,->,X460
1643,X124,->,X461
1644,X125,->,X160
1645,X125,->,X230
1646,X125,->,X231
1647,X125,->,X241
1648,X125,->,X293
1649,X125,->,X334
1650,X125,->,X354
1651,X125,->,X357
1652,X125,->,X366
1653,X125,->,X432
1654,X125,->,X437
1655,X125,->,X473
1656,X126,->,X137
1657,X126,->,X162
1658,X126,->,X175
1659,X126,->,X248
1660,X126,->,X256
1661,X126,->,X308
1662,X126,->,X318
1663,X126,->,X370
1664,X126,->,X445
1665,X126,->,X463
1666,X126,->,X498
1667,X127,->,X136
1668,X127,->,X143
1669,X127,->,X148
1670,X127,->,X216
1671,X127,->,X221
1672,X127,->,X230
1673,X127,->,X244
1674,X127,->,X248
1675,X127,->,X259
1676,X127,->,X296
1677,X127,->,X313
1678,X127,->,X344
1679,X127,->,X356
1680,X127,->,X359
1681,X127,->,X394
1682,X127,->,X402
1683,X127,->,X492
1684,X128,->,X158
1685,X128,->,X209
1686,X128,->,X289
1687,X128,->,X307
1688,X128,->,X320
1689,X128,->,X371
1690,X128,->,X426
1691,X128,->,X443
1692,X128,->,X455
1693,X129,->,X143
1694,X129,->,X171
1695,X129,->,X189
1696,X129,->,X205
1697,X129,->,X358
1698,X129,->,X371
1699,X129,->,X446
1700,X129,->,X449
1701,X129,->,X475
1702,X129,->,X493
1703,X130,->,X146
1704,X130,->,X269
1705,X130,->,X281
1706,X130,->,X306
1707,X130,->,X349
1708,X130,->,X467
1709,X130,->,X497
1710,X131,->,X188
1711,X131,->,X211
1712,X131,->,X215
1713,X131,->,X286
1714,X131,->,X309
1715,X131,->,X421
1716,X131,->,X422
1717,X131,->,X434
1718,X132,->,X212
1719,X132,->,X215
1720,X132,->,X232
1721,X132,->,X269
1722,X132,->,X278
1723,X132,->,X286
1724,X132,->,X351
1725,X132,->,X356
1726,X132,->,X412
1727,X132,->,X477
1728,X133,->,X153
1729,X133,->,X158
1730,X133,->,X212
1731,X133,->,X223
1732,X133,->,X383
1733,X133,->,X386
1734,X134,->,X166
1735,X134,->,X182
1736,X134,->,X193
1737,X134,->,X246
1738,X134,->,X253
1739,X134,->,X363
1740,X134,->,X389
1741,X135,->,X196
1742,X135,->,X200
1743,X135,->,X231
1744,X135,->,X264
1745,X135,->,X298
1746,X135,->,X317
1747,X135,->,X358
1748,X135,->,X408
1749,X135,->,X430
1750,X135,->,X453
1751,X135,->,X459
1752,X135,->,X481
1753,X136,->,X148
1754,X136,->,X201
1755,X136,->,X252
1756,X136,->,X254
1757,X136,->,X277
1758,X136,->,X285
1759,X136,->,X289
1760,X136,->,X371
1761,X136,->,X377
1762,X136,->,X388
1763,X136,->,X400
1764,X136,->,X410
1765,X136,->,X436
1766,X136,->,X449
1767,X136,->,X485
1768,X136,->,X486
1769,X137,->,X158
1770,X137,->,X162
1771,X137,->,X171
1772,X137,->,X174
1773,X137,->,X190
1774,X137,->,X233
1775,X137,->,X270
1776,X137,->,X304
1777,X137,->,X306
1778,X137,->,X321
1779,X137,->,X331
1780,X137,->,X333
1781,X137,->,X353
1782,X137,->,X384
1783,X137,->,X399
1784,X137,->,X401
1785,X137,->,X404
1786,X137,->,X408
1787,X137,->,X417
1788,X137,->,X498
1789,X138,->,X154
1790,X138,->,X160
1791,X138,->,X194
1792,X138,->,X213
1793,X138,->,X289
1794,X138,->,X308
1795,X138,->,X315
1796,X138,->,X344
1797,X138,->,X368
1798,X138,->,X382
1799,X138,->,X397
1800,X138,->,X422
1801,X138,->,X470
1802,X138,->,X498
1803,X139,->,X182
1804,X139,->,X201
1805,X139,->,X253
1806,X139,->,X292
1807,X139,->,X331
1808,X139,->,X375
1809,X139,->,X378
1810,X139,->,X455
1811,X139,->,X465
1812,X140,->,X141
1813,X140,->,X147
1814,X140,->,X175
1815,X140,->,X186
1816,X140,->,X209
1817,X140,->,X228
1818,X140,->,X254
1819,X140,->,X321
1820,X140,->,X323
1821,X140,->,X330
1822,X140,->,X355
1823,X140,->,X400
1824,X140,->,X436
1825,X140,->,X459
1826,X140,->,X479
1827,X140,->,X485
1828,X141,->,X150
1829,X141,->,X176
1830,X141,->,X219
1831,X141,->,X269
1832,X141,->,X273
1833,X141,->,X338
1834,X141,->,X344
1835,X141,->,X347
1836,X141,->,X390
1837,X141,->,X391
1838,X141,->,X394
1839,X141,->,X398
1840,X141,->,X455
1841,X141,->,X483
1842,X141,->,X494
1843,X142,->,X144
1844,X142,->,X152
1845,X142,->,X189
1846,X142,->,X228
1847,X142,->,X243
1848,X142,->,X246
1849,X142,->,X253
1850,X142,->,X272
1851,X142,->,X303
1852,X142,->,X325
1853,X142,->,X371
1854,X142,->,X373
1855,X142,->,X375
1856,X142,->,X402
1857,X142,->,X450
1858,X142,->,X459
1859,X142,->,X477
1860,X143,->,X170
1861,X143,->,X174
1862,X143,->,X222
1863,X143,->,X271
1864,X143,->,X299
1865,X143,->,X306
1866,X143,->,X335
1867,X143,->,X365
1868,X143,->,X385
1869,X143,->,X396
1870,X143,->,X406
1871,X143,->,X446
1872,X143,->,X465
1873,X143,->,X483
1874,X144,->,X180
1875,X144,->,X215
1876,X144,->,X226
1877,X144,->,X239
1878,X144,->,X325
1879,X144,->,X402
1880,X144,->,X449
1881,X144,->,X459
1882,X144,->,X464
1883,X144,->,X486
1884,X144,->,X490
1885,X145,->,X148
1886,X145,->,X151
1887,X145,->,X167
1888,X145,->,X241
1889,X145,->,X265
1890,X145,->,X267
1891,X145,->,X331
1892,X145,->,X379
1893,X145,->,X380
1894,X145,->,X429
1895,X146,->,X260
1896,X146,->,X262
1897,X146,->,X266
1898,X146,->,X343
1899,X146,->,X348
1900,X146,->,X386
1901,X146,->,X460
1902,X146,->,X486
1903,X147,->,X148
1904,X147,->,X150
1905,X147,->,X170
1906,X147,->,X257
1907,X147,->,X269
1908,X147,->,X275
1909,X147,->,X306
1910,X147,->,X315
1911,X147,->,X357
1912,X147,->,X373
1913,X147,->,X380
1914,X147,->,X398
1915,X147,->,X410
1916,X147,->,X447
1917,X147,->,X455
1918,X147,->,X456
1919,X147,->,X457
1920,X147,->,X459
1921,X147,->,X483
1922,X148,->,X154
1923,X148,->,X179
1924,X148,->,X250
1925,X148,->,X347
1926,X148,->,X356
1927,X148,->,X426
1928,X148,->,X434
1929,X148,->,X460
1930,X148,->,X476
1931,X148,->,X490
1932,X149,->,X155
1933,X149,->,X161
1934,X149,->,X196
1935,X149,->,X198
1936,X149,->,X210
1937,X149,->,X262
1938,X149,->,X272
1939,X149,->,X314
1940,X149,->,X347
1941,X149,->,X378
1942,X149,->,X419
1943,X149,->,X433
1944,X149,->,X442
1945,X149,->,X454
1946,X149,->,X498
1947,X150,->,X176
1948,X150,->,X181
1949,X150,->,X218
1950,X150,->,X253
1951,X150,->,X290
1952,X150,->,X309
1953,X150,->,X318
1954,X150,->,X339
1955,X150,->,X341
1956,X150,->,X389
1957,X150,->,X414
1958,X150,->,X479
1959,X151,->,X153
1960,X151,->,X154
1961,X151,->,X183
1962,X151,->,X192
1963,X151,->,X241
1964,X151,->,X255
1965,X151,->,X274
1966,X151,->,X309
1967,X151,->,X317
1968,X151,->,X329
1969,X151,->,X381
1970,X151,->,X405
1971,X151,->,X473
1972,X152,->,X159
1973,X152,->,X177
1974,X152,->,X228
1975,X152,->,X248
1976,X152,->,X313
1977,X152,->,X323
1978,X152,->,X347
1979,X152,->,X422
1980,X152,->,X463
1981,X152,->,X464
1982,X152,->,X478
1983,X152,->,X487
1984,X153,->,X174
1985,X153,->,X203
1986,X153,->,X215
1987,X153,->,X250
1988,X153,->,X314
1989,X153,->,X319
1990,X153,->,X352
1991,X153,->,X446
1992,X154,->,X201
1993,X154,->,X211
1994,X154,->,X234
1995,X154,->,X240
1996,X154,->,X259
1997,X154,->,X294
1998,X154,->,X319
1999,X154,->,X418
2000,X154,->,X462
2001,X154,->,X467
2002,X155,->,X182
2003,X155,->,X198
2004,X155,->,X252
2005,X155,->,X258
2006,X155,->,X336
2007,X155,->,X344
2008,X155,->,X407
2009,X155,->,X435
2010,X155,->,X475
2011,X155,->,X484
2012,X155,->,X495
2013,X156,->,X181
2014,X156,->,X218
2015,X156,->,X244
2016,X156,->,X254
2017,X156,->,X347
2018,X156,->,X369
2019,X156,->,X389
2020,X156,->,X407
2021,X156,->,X411
2022,X156,->,X437
2023,X156,->,X440
2024,X156,->,X451
2025,X156,->,X452
2026,X157,->,X197
2027,X157,->,X213
2028,X157,->,X236
2029,X157,->,X240
2030,X157,->,X256
2031,X157,->,X262
2032,X157,->,X313
2033,X157,->,X331
2034,X157,->,X361
2035,X157,->,X362
2036,X157,->,X385
2037,X157,->,X438
2038,X157,->,X456
2039,X157,->,X465
2040,X158,->,X166
2041,X158,->,X248
2042,X158,->,X280
2043,X158,->,X288
2044,X158,->,X357
2045,X158,->,X387
2046,X158,->,X391
2047,X158,->,X461
2048,X158,->,X462
2049,X158,->,X465
2050,X158,->,X495
2051,X159,->,X201
2052,X159,->,X249
2053,X159,->,X288
2054,X159,->,X319
2055,X159,->,X364
2056,X159,->,X376
2057,X159,->,X388
2058,X159,->,X420
2059,X159,->,X470
2060,X159,->,X472
2061,X160,->,X165
2062,X160,->,X322
2063,X160,->,X327
2064,X160,->,X435
2065,X160,->,X449
2066,X160,->,X470
2067,X160,->,X472
2068,X160,->,X495
2069,X161,->,X203
2070,X161,->,X231
2071,X161,->,X264
2072,X161,->,X298
2073,X161,->,X307
2074,X161,->,X344
2075,X161,->,X496
2076,X162,->,X268
2077,X162,->,X279
2078,X162,->,X291
2079,X162,->,X303
2080,X162,->,X311
2081,X162,->,X328
2082,X162,->,X333
2083,X162,->,X341
2084,X162,->,X358
2085,X162,->,X378
2086,X162,->,X402
2087,X162,->,X417
2088,X162,->,X426
2089,X162,->,X432
2090,X162,->,X440
2091,X162,->,X475
2092,X162,->,X488
2093,X163,->,X185
2094,X163,->,X201
2095,X163,->,X203
2096,X163,->,X253
2097,X163,->,X313
2098,X163,->,X369
2099,X163,->,X376
2100,X163,->,X458
2101,X164,->,X210
2102,X164,->,X307
2103,X164,->,X320
2104,X164,->,X337
2105,X164,->,X362
2106,X164,->,X375
2107,X164,->,X387
2108,X164,->,X431
2109,X165,->,X169
2110,X165,->,X260
2111,X165,->,X290
2112,X165,->,X296
2113,X165,->,X330
2114,X165,->,X337
2115,X165,->,X373
2116,X165,->,X377
2117,X165,->,X389
2118,X165,->,X391
2119,X165,->,X463
2120,X166,->,X184
2121,X166,->,X230
2122,X166,->,X292
2123,X166,->,X315
2124,X167,->,X267
2125,X167,->,X354
2126,X167,->,X368
2127,X167,->,X370
2128,X167,->,X449
2129,X168,->,X185
2130,X168,->,X213
2131,X168,->,X236
2132,X168,->,X244
2133,X168,->,X252
2134,X168,->,X254
2135,X168,->,X264
2136,X168,->,X304
2137,X168,->,X340
2138,X168,->,X359
2139,X168,->,X360
2140,X168,->,X395
2141,X168,->,X445
2142,X168,->,X456
2143,X168,->,X496
2144,X169,->,X209
2145,X169,->,X228
2146,X169,->,X279
2147,X169,->,X313
2148,X169,->,X360
2149,X169,->,X377
2150,X170,->,X212
2151,X170,->,X242
2152,X170,->,X280
2153,X170,->,X302
2154,X170,->,X354
2155,X170,->,X388
2156,X170,->,X418
2157,X170,->,X474
2158,X170,->,X482
2159,X170,->,X485
2160,X171,->,X233
2161,X171,->,X239
2162,X171,->,X261
2163,X171,->,X340
2164,X171,->,X411
2165,X171,->,X421
2166,X171,->,X426
2167,X171,->,X470
2168,X172,->,X180
2169,X172,->,X207
2170,X172,->,X219
2171,X172,->,X237
2172,X172,->,X272
2173,X172,->,X292
2174,X172,->,X295
2175,X172,->,X313
2176,X172,->,X357
2177,X172,->,X365
2178,X172,->,X382
2179,X172,->,X441
2180,X172,->,X467
2181,X172,->,X498
2182,X173,->,X246
2183,X173,->,X389
2184,X173,->,X399
2185,X173,->,X441
2186,X173,->,X492
2187,X174,->,X184
2188,X174,->,X187
2189,X174,->,X201
2190,X174,->,X231
2191,X174,->,X261
2192,X174,->,X285
2193,X174,->,X354
2194,X174,->,X355
2195,X174,->,X395
2196,X174,->,X399
2197,X174,->,X401
2198,X174,->,X409
2199,X174,->,X432
2200,X174,->,X479
2201,X174,->,X499
2202,X175,->,X197
2203,X175,->,X220
2204,X175,->,X231
2205,X175,->,X255
2206,X175,->,X259
2207,X176,->,X185
2208,X176,->,X232
2209,X176,->,X265
2210,X176,->,X269
2211,X176,->,X288
2212,X176,->,X302
2213,X176,->,X307
2214,X176,->,X331
2215,X176,->,X337
2216,X176,->,X367
2217,X176,->,X377
2218,X176,->,X392
2219,X176,->,X398
2220,X176,->,X489
2221,X177,->,X224
2222,X177,->,X226
2223,X177,->,X227
2224,X177,->,X283
2225,X177,->,X340
2226,X177,->,X342
2227,X177,->,X349
2228,X177,->,X370
2229,X177,->,X409
2230,X177,->,X497
2231,X178,->,X184
2232,X178,->,X200
2233,X178,->,X207
2234,X178,->,X284
2235,X178,->,X313
2236,X178,->,X365
2237,X178,->,X474
2238,X179,->,X185
2239,X179,->,X195
2240,X179,->,X209
2241,X179,->,X260
2242,X179,->,X272
2243,X179,->,X292
2244,X179,->,X308
2245,X179,->,X315
2246,X179,->,X328
2247,X179,->,X366
2248,X179,->,X369
2249,X179,->,X371
2250,X179,->,X395
2251,X179,->,X396
2252,X179,->,X414
2253,X179,->,X420
2254,X180,->,X191
2255,X180,->,X266
2256,X180,->,X281
2257,X180,->,X315
2258,X180,->,X412
2259,X180,->,X429
2260,X180,->,X458
2261,X180,->,X476
2262,X181,->,X202
2263,X181,->,X245
2264,X181,->,X297
2265,X181,->,X443
2266,X181,->,X450
2267,X181,->,X452
2268,X182,->,X229
2269,X182,->,X230
2270,X182,->,X244
2271,X182,->,X280
2272,X182,->,X312
2273,X182,->,X314
2274,X182,->,X320
2275,X182,->,X321
2276,X182,->,X329
2277,X182,->,X342
2278,X182,->,X348
2279,X182,->,X360
2280,X182,->,X393
2281,X182,->,X398
2282,X182,->,X440
2283,X182,->,X462
2284,X183,->,X205
2285,X183,->,X279
2286,X183,->,X309
2287,X183,->,X388
2288,X183,->,X415
2289,X183,->,X422
2290,X183,->,X440
2291,X184,->,X193
2292,X184,->,X204
2293,X184,->,X227
2294,X184,->,X232
2295,X184,->,X316
2296,X184,->,X353
2297,X184,->,X383
2298,X184,->,X440
2299,X184,->,X460
2300,X184,->,X487
2301,X185,->,X222
2302,X185,->,X245
2303,X185,->,X390
2304,X185,->,X396
2305,X185,->,X449
2306,X186,->,X216
2307,X186,->,X251
2308,X186,->,X285
2309,X186,->,X341
2310,X186,->,X374
2311,X186,->,X409
2312,X186,->,X493
2313,X187,->,X188
2314,X187,->,X194
2315,X187,->,X208
2316,X187,->,X228
2317,X187,->,X278
2318,X187,->,X352
2319,X187,->,X377
2320,X187,->,X384
2321,X188,->,X202
2322,X188,->,X216
2323,X188,->,X277
2324,X188,->,X279
2325,X188,->,X318
2326,X188,->,X340
2327,X188,->,X356
2328,X188,->,X378
2329,X188,->,X380
2330,X188,->,X403
2331,X188,->,X464
2332,X188,->,X481
2333,X189,->,X199
2334,X189,->,X208
2335,X189,->,X211
2336,X189,->,X266
2337,X189,->,X282
2338,X189,->,X325
2339,X189,->,X386
2340,X189,->,X458
2341,X189,->,X475
2342,X189,->,X483
2343,X189,->,X484
2344,X190,->,X192
2345,X190,->,X199
2346,X190,->,X269
2347,X190,->,X272
2348,X190,->,X275
2349,X190,->,X289
2350,X190,->,X309
2351,X190,->,X335
2352,X190,->,X440
2353,X190,->,X443
2354,X190,->,X486
2355,X191,->,X209
2356,X191,->,X223
2357,X191,->,X250
2358,X191,->,X322
2359,X191,->,X372
2360,X191,->,X384
2361,X191,->,X395
2362,X191,->,X400
2363,X191,->,X423
2364,X191,->,X474
2365,X192,->,X254
2366,X192,->,X391
2367,X192,->,X450
2368,X192,->,X488
2369,X193,->,X254
2370,X193,->,X271
2371,X193,->,X277
2372,X193,->,X309
2373,X193,->,X385
2374,X194,->,X203
2375,X194,->,X208
2376,X194,->,X225
2377,X194,->,X257
2378,X194,->,X422
2379,X194,->,X423
2380,X194,->,X427
2381,X194,->,X454
2382,X194,->,X463
2383,X194,->,X470
2384,X194,->,X474
2385,X194,->,X490
2386,X195,->,X205
2387,X195,->,X248
2388,X195,->,X277
2389,X195,->,X295
2390,X195,->,X297
2391,X195,->,X307
2392,X195,->,X311
2393,X195,->,X462
2394,X195,->,X486
2395,X196,->,X223
2396,X196,->,X305
2397,X196,->,X309
2398,X196,->,X357
2399,X196,->,X373
2400,X196,->,X492
2401,X197,->,X222
2402,X197,->,X288
2403,X197,->,X355
2404,X197,->,X359
2405,X197,->,X369
2406,X197,->,X371
2407,X197,->,X389
2408,X197,->,X407
2409,X197,->,X420
2410,X197,->,X431
2411,X197,->,X448
2412,X197,->,X473
2413,X197,->,X488
2414,X198,->,X201
2415,X198,->,X263
2416,X198,->,X316
2417,X198,->,X480
2418,X198,->,X484
2419,X198,->,X496
2420,X199,->,X242
2421,X199,->,X250
2422,X199,->,X260
2423,X199,->,X312
2424,X199,->,X328
2425,X199,->,X351
2426,X199,->,X361
2427,X199,->,X370
2428,X199,->,X422
2429,X199,->,X432
2430,X199,->,X495
2431,X200,->,X223
2432,X200,->,X242
2433,X200,->,X243
2434,X200,->,X245
2435,X200,->,X300
2436,X200,->,X304
2437,X200,->,X319
2438,X200,->,X320
2439,X200,->,X330
2440,X200,->,X406
2441,X201,->,X259
2442,X201,->,X309
2443,X201,->,X378
2444,X201,->,X384
2445,X201,->,X388
2446,X201,->,X405
2447,X201,->,X468
2448,X202,->,X210
2449,X202,->,X265
2450,X202,->,X271
2451,X202,->,X277
2452,X202,->,X278
2453,X202,->,X280
2454,X202,->,X312
2455,X202,->,X379
2456,X202,->,X391
2457,X202,->,X418
2458,X202,->,X429
2459,X202,->,X442
2460,X202,->,X469
2461,X202,->,X479
2462,X203,->,X246
2463,X203,->,X248
2464,X203,->,X283
2465,X203,->,X295
2466,X203,->,X319
2467,X203,->,X329
2468,X203,->,X330
2469,X203,->,X351
2470,X203,->,X369
2471,X203,->,X371
2472,X203,->,X405
2473,X203,->,X411
2474,X203,->,X419
2475,X203,->,X454
2476,X204,->,X247
2477,X204,->,X263
2478,X204,->,X270
2479,X204,->,X381
2480,X204,->,X387
2481,X204,->,X491
2482,X205,->,X260
2483,X205,->,X312
2484,X205,->,X337
2485,X205,->,X446
2486,X205,->,X453
2487,X205,->,X459
2488,X206,->,X237
2489,X206,->,X239
2490,X206,->,X298
2491,X206,->,X318
2492,X206,->,X327
2493,X206,->,X388
2494,X206,->,X416
2495,X206,->,X456
2496,X206,->,X489
2497,X207,->,X244
2498,X207,->,X254
2499,X207,->,X264
2500,X207,->,X267
2501,X207,->,X379
2502,X207,->,X393
2503,X207,->,X425
2504,X207,->,X427
2505,X207,->,X431
2506,X207,->,X438
2507,X207,->,X448
2508,X207,->,X469
2509,X207,->,X486
2510,X208,->,X279
2511,X208,->,X285
2512,X208,->,X292
2513,X208,->,X311
2514,X208,->,X323
2515,X208,->,X374
2516,X208,->,X424
2517,X208,->,X444
2518,X208,->,X450
2519,X208,->,X475
2520,X208,->,X480
2521,X208,->,X496
2522,X209,->,X212
2523,X209,->,X256
2524,X209,->,X266
2525,X209,->,X311
2526,X209,->,X344
2527,X209,->,X349
2528,X209,->,X352
2529,X209,->,X353
2530,X209,->,X368
2531,X209,->,X381
2532,X209,->,X425
2533,X209,->,X462
2534,X210,->,X211
2535,X210,->,X215
2536,X210,->,X234
2537,X210,->,X252
2538,X210,->,X377
2539,X210,->,X428
2540,X210,->,X451
2541,X211,->,X227
2542,X211,->,X272
2543,X211,->,X379
2544,X211,->,X388
2545,X211,->,X417
2546,X211,->,X423
2547,X211,->,X454
2548,X211,->,X463
2549,X211,->,X470
2550,X211,->,X492
2551,X211,->,X493
2552,X212,->,X238
2553,X212,->,X263
2554,X212,->,X292
2555,X212,->,X304
2556,X212,->,X320
2557,X212,->,X350
2558,X212,->,X403
2559,X212,->,X412
2560,X213,->,X218
2561,X213,->,X245
2562,X213,->,X284
2563,X213,->,X377
2564,X213,->,X401
2565,X213,->,X430
2566,X213,->,X447
2567,X213,->,X458
2568,X213,->,X478
2569,X213,->,X498
2570,X214,->,X219
2571,X214,->,X234
2572,X214,->,X244
2573,X214,->,X304
2574,X214,->,X342
2575,X214,->,X405
2576,X214,->,X431
2577,X214,->,X487
2578,X215,->,X271
2579,X215,->,X273
2580,X215,->,X283
2581,X215,->,X332
2582,X215,->,X342
2583,X215,->,X377
2584,X215,->,X382
2585,X215,->,X437
2586,X215,->,X440
2587,X215,->,X443
2588,X215,->,X458
2589,X215,->,X476
2590,X216,->,X302
2591,X216,->,X306
2592,X216,->,X333
2593,X216,->,X360
2594,X216,->,X417
2595,X216,->,X422
2596,X216,->,X442
2597,X217,->,X221
2598,X217,->,X233
2599,X217,->,X328
2600,X217,->,X389
2601,X217,->,X432
2602,X217,->,X467
2603,X217,->,X474
2604,X217,->,X481
2605,X218,->,X229
2606,X218,->,X283
2607,X218,->,X288
2608,X218,->,X291
2609,X218,->,X298
2610,X218,->,X312
2611,X218,->,X335
2612,X219,->,X253
2613,X219,->,X257
2614,X219,->,X287
2615,X219,->,X327
2616,X219,->,X328
2617,X219,->,X402
2618,X219,->,X427
2619,X219,->,X497
2620,X220,->,X251
2621,X220,->,X267
2622,X220,->,X313
2623,X220,->,X461
2624,X220,->,X464
2625,X220,->,X477
2626,X221,->,X257
2627,X221,->,X272
2628,X221,->,X322
2629,X221,->,X336
